SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,May-31-2017,Single Family Residential,8746 233rd Pl NE,Redmond,WA,98053,660000,3,2.5,Redmond Ridge,1630,3010,2004,,405,59,Sold,,,https://www.redfin.com/WA/Redmond/8746-233rd-Pl-NE-98053/home/2089373,NWMLS,1104230,N,Y,47.6804736,-122.030806
PAST SALE,May-31-2017,Single Family Residential,19005 NE Redmond Rd,Redmond,WA,98053,765000,5,3.0,Novelty Hill,2790,56915,1953,,274,,Sold,,,https://www.redfin.com/WA/Redmond/19005-NE-Redmond-Rd-98053/home/444386,NWMLS,1103922,N,Y,47.6893734,-122.0861173
PAST SALE,May-31-2017,Single Family Residential,8189 233rd Pl NE,Redmond,WA,98053,660000,3,2.5,Redmond Ridge,1630,2781,2005,,405,59,Sold,,,https://www.redfin.com/WA/Redmond/8189-233rd-Pl-NE-98053/home/22659989,NWMLS,1104785,N,Y,47.6759507,-122.0282975
PAST SALE,May-31-2017,Single Family Residential,17401 NE 116th Way,Redmond,WA,98052,1100000,4,2.5,Redmond,2982,7546,2003,,369,71,Sold,,,https://www.redfin.com/WA/Redmond/17401-NE-116th-Way-98052/home/450406,NWMLS,1113502,N,Y,47.704146,-122.10695
PAST SALE,May-31-2017,Single Family Residential,6621 149th Ave NE,Redmond,WA,98052,806800,3,2.0,Grass Lawn Park,1580,9425,1973,,511,,Sold,,,https://www.redfin.com/WA/Redmond/6621-149th-Ave-NE-98052/home/516196,NWMLS,1135697,N,Y,47.6655681,-122.1418962
PAST SALE,May-31-2017,Single Family Residential,13939 Morgan Dr NE,Redmond,WA,98053,1098500,3,3.5,Trilogy,3540,8558,2007,,310,218,Sold,,,https://www.redfin.com/WA/Redmond/13939-Morgan-Dr-NE-98053/home/2119419,NWMLS,1097583,N,Y,47.7254633,-122.033451
PAST SALE,May-31-2017,Single Family Residential,9653 173 Pl NE,Redmond,WA,98052,1257000,4,3.0,Education Hill,3180,8933,1999,,395,5,Sold,,,https://www.redfin.com/WA/Redmond/9653-173rd-Pl-NE-98052/home/323178,NWMLS,1102129,N,Y,47.687418,-122.10984
PAST SALE,June-1-2017,Single Family Residential,2850 W Lake Sammamish Pkwy NE,Redmond,WA,98052,2150000,3,3.0,Lake Sammamish,2900,18731,1974,,741,,Sold,,,https://www.redfin.com/WA/Redmond/2850-W-Lake-Sammamish-Pkwy-NE-98052/home/326581,NWMLS,1069087,N,Y,47.6360925,-122.0927582
PAST SALE,June-1-2017,Single Family Residential,15215 NE 108th Pl,Redmond,WA,98052,885000,4,2.5,Redmond,2230,34528,1980,,397,38,Sold,,,https://www.redfin.com/WA/Redmond/15215-NE-108th-Pl-98052/home/325708,NWMLS,1108266,N,Y,47.6974031,-122.1353775
PAST SALE,June-2-2017,Single Family Residential,17364 NE 46th Ct,Redmond,WA,98052,1481000,5,3.0,Microsoft,3320,5100,2013,,446,200,Sold,,,https://www.redfin.com/WA/Redmond/17364-NE-46th-Ct-98052/home/8189175,NWMLS,1103087,N,Y,47.65084619864004,-122.10993546665651
PAST SALE,June-2-2017,Single Family Residential,3309 173rd Pl NE,Redmond,WA,98052,910000,4,3.0,Idylwood,1951,9623,1975,,466,,Sold,,,https://www.redfin.com/WA/Redmond/3309-173rd-Pl-NE-98052/home/502356,NWMLS,1110326,N,Y,47.6401731,-122.1100883
PAST SALE,June-2-2017,Single Family Residential,16916 NE 120th St,Redmond,WA,98052,1080000,4,2.5,Education Hill,2750,4429,2010,,393,,Sold,,,https://www.redfin.com/WA/Redmond/16916-NE-120th-St-98052/home/12318846,NWMLS,1110617,N,Y,47.7072849,-122.1143116
PAST SALE,June-2-2017,Single Family Residential,18127 NE 125th St,Redmond,WA,98052,932000,3,2.5,English Hill,3172,32132,1979,,294,8,Sold,,,https://www.redfin.com/WA/Redmond/18127-NE-125th-St-98052/home/450465,NWMLS,1115711,N,Y,47.7114115,-122.0975335
PAST SALE,June-2-2017,Single Family Residential,21328 NE 79th St,Redmond,WA,98053,1325000,3,2.0,Union Hill,2780,150282,2004,,477,,Sold,,,https://www.redfin.com/WA/Redmond/21328-NE-79th-St-98053/home/443566,NWMLS,1096312,N,Y,47.6747275,-122.055082
PAST SALE,June-2-2017,Single Family Residential,10620 180th Ct NE,Redmond,WA,98052,1186000,3,2.5,Education Hill,2660,7688,1991,,446,25,Sold,,,https://www.redfin.com/WA/Redmond/10620-180th-Ct-NE-98052/home/325677,NWMLS,1121186,N,Y,47.6950356,-122.1002026
PAST SALE,June-2-2017,Single Family Residential,8126 233rd Pl NE,Redmond,WA,98053,725000,3,2.5,Redmond Ridge,2020,4075,2005,,359,59,Sold,,,https://www.redfin.com/WA/Redmond/8126-233rd-Pl-NE-98053/home/2077957,NWMLS,1106037,N,Y,47.6754823,-122.027192
PAST SALE,,Single Family Residential,2720 160th Ave NE,Bellevue,WA,98008,756000,3,2.0,,1610,10057,1957,,470,,,,,https://www.redfin.com/WA/Bellevue/2720-160th-Ave-NE-98008/home/432914,,,N,Y,47.6348627,-122.1266686
PAST SALE,,Single Family Residential,10715 157th Ave NE,Redmond,WA,98052,825000,4,2.5,,2100,9000,1979,,393,,,,,https://www.redfin.com/WA/Redmond/10715-157th-Ave-NE-98052/home/324431,,,N,Y,47.6965158,-122.1304087
PAST SALE,June-5-2017,Single Family Residential,16614 NE 47th St,Redmond,WA,98052,1088000,3,3.0,Microsoft,3470,12816,1968,,314,,Sold,,,https://www.redfin.com/WA/Redmond/16614-NE-47th-St-98052/unit-T/home/8189652,NWMLS,1093237,N,Y,47.6517781,-122.1188061
PAST SALE,June-5-2017,Single Family Residential,15618 NE 61st Ct,Redmond,WA,98052,943000,3,2.0,Microsoft,1830,11503,1987,,515,,Sold,,,https://www.redfin.com/WA/Redmond/15618-NE-61st-Ct-98052/home/502133,NWMLS,1107062,N,Y,47.6617796,-122.1315683
PAST SALE,June-6-2017,Single Family Residential,27321 NE 30th Way,Redmond,WA,98053,528500,3,2.5,Ames Lake,1810,27399,1992,,292,,Sold,,,https://www.redfin.com/WA/Redmond/27321-NE-30th-Way-98053/home/447256,NWMLS,1114567,N,Y,47.6339577,-121.973524
